1.746100627771720681e+01,1.609564375916445655e+01
-4.228717992273622173e+01,-1.087586343786068532e+01
3.785896393362528300e+01,5.685212196515195160e+00
2.084400484890403860e+01,4.679232549437151789e+01
-1.133501378858152187e+01,3.306936502425921276e+01
-2.775629828982357239e+01,3.542690779505545606e+01
1.269552896524171892e+01,3.725208061863782660e+01
-1.786039403855131980e+01,2.806803715298293866e+01
-2.118785164175750069e+01,-3.987094747095342484e+01
-2.717145240736754630e+01,-2.159302262666759731e+01
-3.553600842212483713e+01,1.781726457304155353e+00
-4.391635789084777031e+01,2.714656106753702858e+01
5.615506161754733050e-01,3.223654501931409300e+01
-8.757001179878191266e+00,1.232726780446299486e+01
2.200183785820630433e+01,2.442656943367313715e+01
-1.234905208800330101e+01,-3.312863843320631219e+01
7.297163707632764229e+00,-1.412905390794143123e+01
-1.984116125080927162e+01,-3.704998251320374436e+01
-4.722417810403138105e+01,2.767836908037523358e+01
2.308464050397326517e+01,-1.910631237735587007e+01
2.929141037657757352e+01,2.359359527468860307e+01
3.755769164423875850e+01,-1.647397019498389126e+00
1.970985432038870044e+01,4.798168982275906380e+00
-3.687015470533496853e+01,3.256023841575819233e+01
4.617499037625134406e+01,3.705467786056963142e+00
-2.103778574467116869e+01,9.695594340671992439e-01
-3.418292449794792276e+01,3.315558514659581846e+01
-2.433806673246993313e+01,2.613749908513752374e+01
-2.181564579762414979e+01,-4.072833223660968116e+01
-2.351274246439225379e+01,-4.274663405620479040e+01
-2.288065509362498773e+01,1.582580625670232521e+01
-3.427588716257075419e+01,3.205345658317558133e+01
5.598396468422675909e+00,4.640568866115366120e+00
-3.138276203748271698e+01,-1.746717004328564826e+01
-4.024579759415883728e+01,-7.230926058473537310e+00
4.569127535658950023e+01,7.867896220744256652e+00
-2.810274824680654859e+01,-2.127041610843333785e+01
-3.289499832188887041e+01,2.707628271421018340e+01
-1.155355738352107942e+01,-4.323843129632093962e+01
8.836170949415711462e+00,3.797438368317799462e+00
-1.607039431757489112e+01,-1.224931500790652716e+00
1.589233384540065686e+01,4.323628612423626727e+00
3.135890330442387253e+01,-7.237565650311679200e+00
2.306502683915336149e+01,-1.919614086811589004e+01
-3.180137194581482163e+01,6.578377365249581388e-01
-1.042471177624698875e+01,-2.617041811430681975e+01
-2.668629244112761967e+01,9.376486358937951238e+00
-1.992288406864282546e+00,-2.744782154126602691e+01
-6.890083080945092142e+00,2.744637402712975671e+01
-6.004213036071416987e+00,5.145660960750935570e-02
-2.174603129081512520e+01,6.927519464957282658e+00
4.603530870615215065e+01,3.696199264337195700e+00
-4.059207682876552070e+01,-8.170156131587971160e+00
3.674839498289190942e+01,-1.064466260437888145e+01
1.556593795065979080e+01,-6.617686413813552271e+00
7.830878458378053963e+00,-1.214538551825035739e+01
1.615350296452602663e+01,-4.617678753599525621e+00
3.967142916202598713e+01,-7.455590191399535938e-01
-2.873074724596037299e+01,-9.751379092311276864e+00
-2.356086700484316054e+01,1.522007928336694427e+01
4.719109455364540651e+01,-1.060571220095056155e+01
3.895620740136586324e+00,-3.532156887609311724e+01
-3.732353732359644738e+01,-2.458376650879331748e+01
2.053082760661131090e+01,2.602110246706133978e+01
1.026581891481572661e+01,-1.991445871696557290e+01
2.678164477848394043e+01,-3.196405350697323566e+00
3.291767480094302556e+01,7.879974601906644116e-01
-5.884787128108239784e+00,5.755869054851839195e+00
7.478230587972422683e+00,-1.160341372233075674e+01
2.737181558910978296e+01,3.207062120796865656e+01
-3.952508610572929371e+01,-4.057516550781508080e+00
-1.850767311504837309e+01,1.981757582963957542e+00
5.524111621059117283e+01,-1.308726841443009548e+01
-2.527323948472536941e+01,3.362296603558971242e+01
-8.448008605627720380e-01,-3.720011829050293528e+01
2.142438662351361600e+01,3.011153107390081729e+01
2.951204711627410049e+01,-1.555262100054137164e+01
-5.207844973927074683e+00,3.575837160884406174e+00
6.671751854975537022e+00,1.363427981439138925e+01
-1.484883293457147069e+01,3.075628475712036547e+01
3.370183780664677897e+01,-1.694381528797694259e+01
5.167893067261426410e+01,-9.429226659261743526e-01
1.512115933759668529e+01,-2.749106380026805141e+01
2.379005502677676276e+01,2.740663546541212980e+01
-4.358372140191652022e+01,2.362914709743230546e+01
3.232669593937785635e+01,-1.610838353249805621e+01
5.856966484231590719e+00,-2.725093508401431563e+01
-8.324532734007082269e+00,-1.883215597087123072e+01
2.130109987242816771e+01,4.420808076812203780e+01
1.369604919841880530e+01,1.300636172041682137e+01
-1.789289858100014641e+01,-2.911988250792409616e+01
-3.310424710384766911e+01,-1.436018843749752349e+01
4.731904162992582030e+01,-1.460979257368284934e+01
5.322951090219347314e+00,-2.284734142515488742e+01
3.281998197797885375e+00,-9.129150995742337571e+00
5.368711367244270605e+01,-1.266016979541131704e+01
2.045263924093100272e+01,6.362803788082744383e+00
-4.803537130202347782e+01,2.711525013873748691e+01
-6.754530714551679083e+00,-2.970380581051486146e+01
-3.843108483209982040e+01,2.134680033258221599e+01
4.935752676146622520e+01,-7.699768108492078156e+00
-1.979155077146482355e+01,2.405654673381187791e+01
1.591027601868686192e+00,-2.995373898136618962e+01
2.511828823203674510e-01,-3.360234869489307385e+01
4.369175370108742840e+01,5.276464640230493330e+00
-1.747604701355797019e+01,-3.097773861868430600e+01
2.478424610483228108e+01,3.499597978752735372e+01
8.374734022934969602e+00,-2.939029305558019445e+01
-2.284855169695687849e+01,3.521472192414175861e+00
-3.156327378519920757e+01,-2.383993734379906027e+00
-2.079760771679810460e+01,1.971068820602762273e+01
-2.352400027305920105e+01,1.391759699125147343e+01
3.605713153581324093e+01,9.488414847767321803e+00
1.090141680328215834e+01,-1.612027898361992229e+00
3.918091820452689689e+01,-1.478048139871883393e+01
4.809792710112264835e+00,-2.227210157087397491e+01
