6.705308556556701660e-01,-1.351631283760070801e+00,1.830086946487426758e+00,-1.560230851173400879e+00,4.732126712799072266e+00,1.549269706010818481e-01,-1.637902498245239258e+00,9.223635792732238770e-01,1.986536264419555664e+00,-1.315336346626281738e+00,1.944698333740234375e+00,2.578240394592285156e+00,1.819160699844360352e+00,-1.751279234886169434e+00,1.808347225189208984e+00,1.940353035926818848e+00
2.489291667938232422e+00,-1.111336827278137207e+00,3.411312580108642578e+00,-2.533999443054199219e+00,1.822337985038757324e+00,1.427631825208663940e-01,-1.977092742919921875e+00,3.849735736846923828e+00,1.880499243736267090e+00,-2.029906749725341797e+00,5.801337957382202148e-02,2.413790941238403320e+00,-2.594849765300750732e-01,-1.578540205955505371e+00,-1.384874463081359863e+00,1.660429954528808594e+00
1.018107414245605469e+00,-7.520916938781738281e+00,-3.396674156188964844e+00,-1.799165844917297363e+00,-7.291356086730957031e+00,-5.022953033447265625e+00,-3.083850145339965820e+00,1.847229957580566406e+00,1.554326057434082031e+00,2.067126035690307617e+00,-4.439328014850616455e-01,2.886351346969604492e-01,-1.489726781845092773e+00,-1.163474440574645996e+00,-4.575871467590332031e+00,-5.267298221588134766e-01
2.854882955551147461e+00,-2.860026121139526367e+00,3.059203863143920898e+00,-1.264013528823852539e+00,4.262989044189453125e+00,6.196954250335693359e-01,-2.199036359786987305e+00,4.370240569114685059e-01,1.120005965232849121e+00,-2.000615000724792480e-01,2.163113832473754883e+00,1.427217364311218262e+00,9.556094408035278320e-01,-3.433660864830017090e-01,1.201181769371032715e+00,1.483695745468139648e+00
4.921880960464477539e-01,-2.376063823699951172e+00,2.983318269252777100e-01,-2.680565834045410156e+00,8.407034873962402344e-01,-2.010796785354614258e+00,-1.006533980369567871e+00,1.759874343872070312e+00,3.849560976028442383e+00,-3.822416365146636963e-01,1.131524920463562012e+00,3.409589529037475586e+00,1.244409799575805664e+00,-3.574700117111206055e+00,-7.034813761711120605e-01,2.835497617721557617e+00
1.286391496658325195e+00,-3.743110418319702148e+00,-2.054595708847045898e+00,-2.152762889862060547e+00,-9.403110742568969727e-01,-2.927179336547851562e+00,-1.021642446517944336e+00,2.464660167694091797e+00,2.987232446670532227e+00,4.603845775127410889e-01,-1.040682494640350342e-01,2.305764436721801758e+00,8.813273906707763672e-01,-3.202717065811157227e+00,-3.810744524002075195e+00,2.020684957504272461e+00
1.671548128128051758e+00,-4.061922073364257812e+00,1.209360361099243164e-01,-2.367455244064331055e+00,-4.352147102355957031e+00,-4.217804431915283203e+00,-1.492284536361694336e+00,3.946226358413696289e+00,3.393264055252075195e+00,1.023785769939422607e-01,-1.305549383163452148e+00,1.026646614074707031e+00,2.785920500755310059e-01,-7.008677124977111816e-01,-1.444003462791442871e+00,5.977793037891387939e-02
7.253807783126831055e-01,-3.010787010192871094e+00,1.997040152549743652e+00,-2.593510627746582031e+00,4.608828544616699219e+00,3.972103595733642578e-01,-7.833304405212402344e-01,1.613663196563720703e+00,1.723579168319702148e+00,-1.062943339347839355e+00,1.726538658142089844e+00,2.472858190536499023e+00,2.305913686752319336e+00,-2.005705595016479492e+00,1.384836435317993164e+00,2.202511548995971680e+00
1.546042084693908691e+00,-2.213354110717773438e+00,1.022276043891906738e+00,-1.719869375228881836e+00,4.429124832153320312e+00,2.484696060419082642e-01,-1.364458799362182617e+00,1.987130641937255859e+00,1.214004039764404297e+00,6.502518653869628906e-01,1.490927934646606445e+00,2.545570135116577148e+00,9.310279488563537598e-01,-1.911350488662719727e+00,7.619479298591613770e-01,2.377509355545043945e+00
2.840965032577514648e+00,-3.375376701354980469e+00,5.178483009338378906e+00,-2.305918693542480469e+00,-3.918118000030517578e+00,-8.373321890830993652e-01,-2.002368211746215820e+00,1.528205156326293945e+00,4.411880016326904297e+00,-7.910490036010742188e-01,1.140917778015136719e+00,1.804791688919067383e+00,-2.049249172210693359e+00,-3.839360952377319336e+00,-3.676364123821258545e-01,2.542839765548706055e+00
2.423994302749633789e+00,-8.661318778991699219e+00,-5.108839035034179688e+00,-1.470549583435058594e+00,-5.631618976593017578e+00,-4.962269783020019531e+00,-2.923365533351898193e-01,-3.853679895401000977e-01,2.789329051971435547e+00,3.651177883148193359e+00,-2.518976032733917236e-01,4.527788162231445312e-01,3.032366931438446045e-01,-9.149801135063171387e-01,-3.809324502944946289e+00,-1.104054570198059082e+00
4.896026849746704102e-01,-2.824618577957153320e+00,2.481989145278930664e+00,-2.282040715217590332e-01,3.588912725448608398e+00,-5.437997579574584961e-01,-8.195735216140747070e-01,2.459069490432739258e-01,5.802700519561767578e-01,-1.844706535339355469e+00,2.553884744644165039e+00,1.914379596710205078e+00,2.220971345901489258e+00,-1.775475382804870605e+00,1.504294633865356445e+00,2.171852350234985352e+00
2.507876157760620117e+00,-2.358130455017089844e+00,2.345534563064575195e+00,-2.828178405761718750e+00,8.058352470397949219e-01,-3.134206295013427734e+00,-2.409376382827758789e+00,3.401306390762329102e+00,2.220194578170776367e+00,-9.606099128723144531e-01,-1.743340790271759033e-01,3.528298139572143555e+00,-1.533720493316650391e-01,-3.887172460556030273e+00,-1.380541563034057617e+00,3.626451492309570312e+00
